carat,cut,color,clarity,depth,table,x,y,z,price,depth_categories
1.14,1,4,6.0,59.2,58.0,6.86,6.8,4.04,4980,0.0
1.0,1,1,6.5,62.2,59.0,6.38,6.35,3.96,4390,0.2
1.01,1,2,6.0,62.2,59.0,6.41,6.36,3.97,5345,0.2
1.21,1,2,3.1,61.6,59.0,6.84,6.77,4.19,9107,0.0
0.34,0,0,3.6,62.4,53.0,4.52,4.49,2.81,1033,0.2
0.67,3,2,3.1,59.8,60.3,5.62,5.69,3.38,2479,0.0
0.23,2,1,2.5,61.4,55.0,3.92,3.99,2.43,458,0.0
1.1,0,3,6.0,62.3,56.0,6.64,6.58,4.12,5226,0.2
1.0,1,3,0.0,62.2,61.0,6.41,6.38,3.98,7822,0.2
0.8,3,3,6.0,63.9,57.0,5.84,5.81,3.72,2650,0.2
1.14,1,3,3.6,61.2,58.0,6.75,6.71,4.12,6619,0.0
0.72,0,2,6.5,62.0,57.0,5.72,5.76,3.56,2359,0.0
0.43,0,3,0.0,61.7,57.0,4.83,4.86,2.99,1286,0.0
1.5,1,5,6.0,62.0,62.0,7.35,7.3,4.54,8736,0.0
1.06,1,3,6.0,61.9,55.0,6.61,6.54,4.07,5043,0.0
0.4,1,1,2.5,60.8,59.0,4.77,4.73,2.89,1056,0.0
0.7,0,0,3.1,61.1,57.0,5.73,5.75,3.51,3278,0.0
0.41,0,3,3.6,62.4,55.0,4.76,4.73,2.96,1061,0.2
0.34,2,2,3.6,62.5,57.5,4.4,4.45,2.77,730,0.2
0.39,4,1,6.0,65.6,60.0,4.5,4.56,2.97,601,0.2
0.3,3,3,2.0,63.4,56.0,4.27,4.31,2.72,789,0.2
0.41,1,2,3.1,62.7,58.0,4.77,4.74,2.98,1076,0.2
0.43,0,3,3.1,62.3,56.0,4.82,4.85,3.01,943,0.2
1.01,2,3,3.6,61.9,58.0,6.37,6.42,3.96,6047,0.0
2.2,0,6,3.6,61.6,57.0,8.34,8.39,5.15,15384,0.0
0.31,0,0,3.6,62.2,56.0,4.32,4.36,2.7,734,0.2
0.34,0,0,6.0,61.2,57.0,4.48,4.51,2.75,626,0.0
0.32,2,3,3.6,61.9,56.0,4.36,4.39,2.71,576,0.0
0.57,2,4,2.5,62.2,56.0,5.32,5.35,3.31,1726,0.2
0.32,0,5,3.1,60.9,57.0,4.43,4.47,2.71,523,0.0
0.4,2,3,2.5,61.1,58.0,4.73,4.76,2.9,1033,0.0
0.3,0,1,3.6,62.0,56.0,4.31,4.34,2.68,658,0.0
0.54,1,0,3.6,61.7,58.0,5.24,5.16,3.21,1993,0.0
0.85,3,3,6.0,64.2,58.0,6.01,5.92,3.83,2244,0.2
0.7,0,4,2.5,61.5,56.0,5.74,5.71,3.52,2536,0.0
0.58,2,2,2.0,59.7,57.0,5.48,5.51,3.28,2636,0.0
2.22,1,5,3.6,60.5,59.0,8.41,8.37,5.08,14662,0.0
0.3,0,2,3.6,62.9,57.0,4.29,4.27,2.69,776,0.2
0.31,1,3,3.6,61.5,59.0,4.33,4.35,2.67,544,0.0
0.42,2,3,2.5,61.2,56.0,4.84,4.86,2.97,954,0.0
1.52,1,4,6.0,61.2,58.0,7.53,7.43,4.57,8566,0.0
0.7,3,1,6.5,56.9,61.0,5.85,5.9,3.34,1793,0.2
0.41,0,1,6.0,62.5,55.0,4.73,4.77,2.97,755,0.2
0.57,0,1,3.6,60.4,57.0,5.36,5.4,3.25,1728,0.0
0.28,2,3,2.5,61.4,55.0,4.21,4.24,2.59,522,0.0
2.0,2,6,6.0,62.2,59.0,7.92,7.97,4.94,12196,0.2
0.62,4,0,6.5,64.6,57.0,5.39,5.33,3.46,1410,0.2
1.06,1,1,6.5,60.0,59.0,6.64,6.59,3.97,3989,0.0
0.31,0,0,2.5,61.9,57.0,4.31,4.35,2.68,766,0.0
0.8,4,3,6.5,64.6,55.0,5.86,5.75,3.75,2318,0.2
0.41,0,1,3.6,61.8,54.0,4.76,4.79,2.95,935,0.0
1.02,0,4,6.5,60.7,57.0,6.51,6.54,3.96,4319,0.0
1.01,1,3,6.0,62.5,60.0,6.34,6.39,3.98,4588,0.2
1.01,1,4,6.5,61.6,59.0,6.44,6.39,3.95,4242,0.0
0.32,1,3,6.0,61.6,58.0,4.4,4.36,2.7,612,0.0
0.72,3,2,10.0,63.6,58.0,5.72,5.62,3.6,1166,0.2
1.5,1,2,6.0,62.2,58.0,7.34,7.29,4.55,12030,0.2
0.7,3,3,2.0,59.9,61.0,5.75,5.81,3.46,2899,0.0
1.09,0,2,6.0,62.5,57.0,6.59,6.54,4.1,5527,0.2
0.81,0,0,6.0,62.0,56.0,5.97,6.0,3.71,3852,0.0
1.02,1,3,2.0,62.1,59.0,6.39,6.36,3.96,8005,0.2
1.07,2,3,2.5,61.6,57.0,6.55,6.59,4.05,7457,0.0
1.0,2,3,3.6,63.4,57.0,6.31,6.27,3.99,5806,0.2
1.36,2,4,3.1,59.9,58.0,7.16,7.2,4.3,9178,0.0
0.63,0,0,3.6,61.5,54.0,5.54,5.58,3.42,2013,0.0
1.01,2,6,6.0,63.0,54.0,6.35,6.41,4.02,4194,0.2
0.7,0,1,3.6,62.1,55.0,5.7,5.67,3.53,2777,0.2
0.7,4,3,3.6,65.3,57.0,5.58,5.47,3.61,2338,0.2
0.3,0,2,0.0,62.3,57.0,4.25,4.29,2.66,886,0.2
0.58,0,4,6.0,61.6,57.0,5.34,5.38,3.3,1184,0.0
3.01,0,6,6.5,61.7,58.0,9.25,9.2,5.69,16037,0.0
0.5,4,0,2.0,65.9,64.0,4.92,5.03,3.28,1792,0.2
1.5,4,5,6.5,70.1,58.0,6.96,6.85,4.84,4328,2.0
0.33,0,3,6.5,61.7,55.0,4.46,4.48,2.76,463,0.0
0.31,3,5,3.1,63.9,56.0,4.28,4.3,2.74,489,0.2
0.7,3,4,2.5,63.8,57.0,5.61,5.51,3.55,2657,0.2
0.71,2,5,3.1,59.0,57.0,5.85,5.88,3.46,2328,0.0
1.09,0,2,2.5,62.0,56.0,6.63,6.6,4.1,10196,0.0
1.01,0,0,2.0,62.5,55.0,6.44,6.39,4.01,11767,0.2
0.33,0,0,3.1,60.9,57.0,4.5,4.47,2.73,957,0.0
0.33,0,1,3.6,62.3,57.0,4.37,4.43,2.74,723,0.2
1.03,0,3,3.1,61.4,55.0,6.5,6.53,4.0,7481,0.0
1.51,0,3,3.1,62.1,55.0,7.38,7.33,4.57,13995,0.2
1.03,4,0,6.0,65.5,58.0,6.18,6.13,4.03,4441,0.2
1.5,2,2,6.0,63.4,60.0,7.2,7.27,4.59,10684,0.2
0.95,1,2,6.5,62.4,59.0,6.26,6.21,3.89,4171,0.2
0.65,0,4,2.0,62.4,54.0,5.55,5.57,3.47,2177,0.2
2.01,3,5,3.1,62.5,56.0,7.96,8.0,4.99,17365,0.2
1.73,1,2,6.5,61.5,60.0,7.75,7.66,4.74,9494,0.0
1.01,3,3,6.0,63.9,57.0,6.3,6.37,4.05,4588,0.2
2.26,2,4,6.5,63.2,58.0,8.38,8.26,5.26,13095,0.2
0.43,3,0,6.0,63.8,55.0,4.79,4.8,3.06,774,0.2
0.92,2,0,6.5,63.7,57.0,6.12,6.21,3.93,3707,0.2
1.17,1,6,6.0,61.9,58.0,6.77,6.73,4.18,4423,0.0
0.78,2,5,6.5,60.6,58.0,5.92,5.97,3.6,2271,0.0
1.01,0,4,6.0,62.5,56.0,6.38,6.45,4.01,5589,0.2
1.13,0,4,6.5,61.6,55.0,6.68,6.72,4.13,4911,0.0
1.2,1,4,6.0,62.4,58.0,6.76,6.79,4.23,5718,0.2
0.42,0,4,3.6,62.1,54.0,4.82,4.84,3.0,760,0.2
1.02,0,3,2.5,61.1,57.0,6.48,6.51,3.97,7898,0.0
0.9,2,0,6.0,60.4,59.0,6.21,6.24,3.76,4846,0.0
1.61,1,3,6.0,62.6,58.0,7.48,7.45,4.67,11303,0.2
0.5,2,0,3.1,59.8,58.0,5.12,5.14,3.07,1893,0.0
1.01,1,3,6.5,61.5,58.0,6.51,6.44,3.98,3461,0.0
1.12,0,1,2.5,60.6,57.0,6.77,6.66,4.07,10769,0.0
0.32,2,4,3.1,62.8,58.0,4.35,4.37,2.74,561,0.2
0.37,0,3,3.6,60.3,56.0,4.67,4.7,2.83,682,0.0
1.65,0,5,6.0,61.7,55.0,7.6,7.63,4.7,10365,0.0
0.3,2,3,3.1,63.1,59.0,4.27,4.25,2.69,776,0.2
0.39,0,1,3.1,60.2,56.0,4.78,4.79,2.88,876,0.0
1.04,2,0,6.5,62.9,58.0,6.41,6.47,4.05,5265,0.2
0.36,2,0,6.0,60.1,57.0,4.62,4.66,2.79,663,0.0
0.31,0,2,2.5,61.5,56.0,4.35,4.37,2.68,775,0.0
1.5,1,5,3.6,62.3,59.0,7.24,7.3,4.53,8431,0.2
1.02,0,5,6.5,60.7,57.0,6.54,6.57,3.98,3786,0.0
0.72,0,0,6.0,61.2,56.0,5.77,5.79,3.54,3722,0.0
0.33,0,1,2.5,61.8,56.0,4.46,4.44,2.75,953,0.0
0.57,0,3,3.1,61.3,56.0,5.34,5.36,3.28,1851,0.0
0.71,1,5,3.6,60.4,60.0,5.8,5.72,3.48,2300,0.0
1.23,1,4,3.6,59.5,59.0,7.08,7.01,4.19,7431,0.0
0.7,0,1,3.6,62.1,55.0,5.71,5.75,3.56,2952,0.2
0.36,2,2,6.0,60.7,54.0,4.64,4.67,2.83,641,0.0
0.72,0,1,6.0,61.2,56.0,5.75,5.79,3.53,2642,0.0
0.3,0,1,6.0,61.1,57.0,4.3,4.34,2.64,499,0.0
1.09,2,2,6.5,63.2,58.0,6.54,6.49,4.12,4853,0.2
0.34,1,4,3.6,59.0,59.0,4.61,4.55,2.7,689,0.0
0.33,0,4,3.1,61.7,54.0,4.45,4.47,2.75,579,0.0
0.53,0,2,2.5,61.6,55.0,5.21,5.24,3.22,2131,0.0
0.52,0,4,6.5,61.0,55.0,5.22,5.19,3.18,1065,0.0
0.41,0,1,2.0,61.9,55.0,4.79,4.78,2.96,1431,0.0
2.0,2,1,6.5,58.1,60.0,8.25,8.32,4.81,15840,0.2
0.41,3,2,6.0,63.4,57.0,4.73,4.74,3.0,705,0.2
0.5,0,2,2.5,62.0,55.0,5.12,5.1,3.17,2160,0.0
1.41,2,2,3.1,63.4,63.0,7.13,6.97,4.47,11010,0.2
0.52,2,2,6.0,62.3,55.0,5.14,5.17,3.21,1227,0.2
1.07,1,2,6.0,59.6,58.0,6.68,6.72,3.99,5561,0.0
1.02,0,0,0.0,63.0,57.0,6.39,6.35,4.01,15575,0.2
0.3,0,0,3.6,60.9,57.0,4.34,4.36,2.65,857,0.0
0.56,0,1,2.5,62.6,54.0,5.28,5.32,3.32,2441,0.2
0.34,1,1,6.0,59.3,58.0,4.55,4.59,2.71,596,0.0
0.23,2,2,2.5,59.3,57.0,4.01,4.05,2.39,530,0.0
2.03,2,3,6.0,61.3,59.0,8.08,8.11,4.96,18257,0.0
0.58,1,1,6.0,60.6,56.0,5.42,5.38,3.27,1949,0.0
0.5,2,2,2.0,63.5,60.0,4.98,5.04,3.18,1978,0.2
1.01,0,3,3.6,61.8,57.0,6.43,6.41,3.97,6504,0.0
0.31,0,1,3.1,60.4,57.0,4.37,4.4,2.65,734,0.0
1.01,1,3,6.0,62.3,59.0,6.37,6.34,3.96,4138,0.2
0.76,1,1,6.0,60.4,58.0,5.92,5.94,3.58,2789,0.0
0.6,1,0,6.0,60.4,60.0,5.44,5.48,3.3,1896,0.0
0.74,0,1,2.5,61.9,57.0,5.79,5.81,3.59,3633,0.0
2.08,1,5,6.0,60.3,59.0,8.26,8.22,4.97,15065,0.0
0.41,1,0,3.6,62.4,60.0,4.71,4.75,2.95,1007,0.2
0.51,1,2,3.6,62.7,59.0,5.04,5.07,3.17,1402,0.2
0.62,0,2,6.0,62.7,54.0,5.47,5.53,3.45,1637,0.2
0.59,0,4,2.0,62.1,55.0,5.38,5.41,3.35,2193,0.2
0.31,2,1,2.5,64.2,55.0,4.24,4.3,2.74,721,0.2
0.41,1,3,3.1,60.7,58.0,4.83,4.79,2.92,961,0.0
0.73,2,5,3.6,62.2,57.0,5.75,5.76,3.58,2369,0.2
0.7,3,4,2.5,63.8,57.0,5.61,5.51,3.55,2608,0.2
1.03,0,4,6.5,60.8,56.0,6.56,6.47,3.96,3634,0.0
0.51,0,3,6.0,61.5,54.0,5.17,5.21,3.19,1175,0.0
0.8,1,1,6.5,60.2,57.0,6.05,6.01,3.63,2829,0.0
0.33,1,4,3.6,61.3,60.0,4.44,4.47,2.73,521,0.0
1.2,1,0,6.5,62.0,58.0,6.84,6.77,4.22,5551,0.0
1.04,1,5,6.5,61.6,58.0,6.58,6.47,4.02,3512,0.0
0.32,0,0,6.0,62.8,56.0,4.42,4.37,2.76,756,0.2
0.75,2,1,6.5,60.9,59.0,5.83,5.9,3.57,2383,0.0
0.77,2,5,3.6,62.4,63.0,5.84,5.8,3.63,2162,0.2
0.71,1,2,6.5,62.3,60.0,5.67,5.7,3.54,2060,0.2
0.5,0,3,3.6,62.0,57.0,5.08,5.11,3.16,1449,0.0
1.22,2,2,6.0,63.1,58.0,6.8,6.74,4.27,6530,0.2
1.2,0,6,6.0,61.6,57.0,6.79,6.87,4.21,4831,0.0
1.17,2,4,6.5,63.1,58.0,6.72,6.64,4.22,4455,0.2
0.52,0,1,2.5,60.9,56.0,5.21,5.24,3.18,2220,0.0
0.3,3,0,2.0,63.3,61.0,4.21,4.23,2.67,825,0.2
0.38,2,3,6.0,61.4,61.0,4.62,4.66,2.85,666,0.0
1.65,0,3,3.6,60.8,56.0,7.65,7.7,4.67,14456,0.0
0.43,1,3,3.6,61.2,58.0,4.9,4.84,2.98,1113,0.0
0.31,0,6,2.5,60.3,60.0,4.4,4.45,2.67,476,0.0
0.3,2,4,3.1,62.4,60.0,4.23,4.29,2.66,491,0.2
0.31,1,1,3.1,61.0,60.0,4.37,4.35,2.66,816,0.0
0.5,1,1,6.5,60.3,60.0,5.11,5.07,3.07,1286,0.0
1.08,0,2,3.1,62.1,53.0,6.6,6.64,4.11,8321,0.2
0.31,1,2,3.6,62.9,59.0,4.32,4.27,2.7,802,0.2
1.14,1,2,6.0,60.4,58.0,6.82,6.79,4.11,6320,0.0
0.32,1,4,3.6,62.7,58.0,4.33,4.35,2.72,471,0.2
0.3,0,1,3.6,61.5,56.0,4.29,4.33,2.65,658,0.0
0.3,0,4,3.1,60.8,57.0,4.31,4.34,2.63,503,0.0
0.73,0,2,2.0,61.8,54.0,5.8,5.78,3.58,3990,0.0
0.91,3,2,6.0,66.1,57.0,5.99,6.03,3.97,3893,0.2
1.11,1,3,3.6,62.3,58.0,6.65,6.61,4.13,6713,0.2
0.31,0,0,6.0,61.3,55.0,4.36,4.41,2.69,565,0.0
1.02,1,1,2.0,62.2,57.0,6.59,6.4,4.04,10867,0.2
0.34,0,1,3.6,62.4,56.0,4.49,4.45,2.79,956,0.2
0.56,0,1,3.6,60.7,57.0,5.34,5.31,3.23,1915,0.0
0.72,4,3,3.1,66.4,57.0,5.6,5.51,3.69,2396,0.2
0.51,1,3,3.1,59.6,58.0,5.22,5.21,3.11,1833,0.0
2.01,1,5,6.5,62.9,58.0,8.05,8.0,5.05,14444,0.2
0.26,0,0,2.5,61.4,56.0,4.12,4.15,2.54,599,0.0
0.58,0,3,3.6,61.1,56.0,5.4,5.43,3.31,1719,0.0
0.33,2,3,2.0,61.2,57.0,4.4,4.44,2.71,795,0.0
0.51,1,0,6.0,60.1,60.0,5.15,5.17,3.1,1569,0.0
1.52,1,0,6.5,59.8,60.0,7.42,7.5,4.46,10433,0.0
1.04,1,1,2.5,62.8,58.0,6.45,6.42,4.04,9882,0.2
0.8,1,3,6.5,59.7,62.0,6.02,5.98,3.58,2484,0.0
1.2,1,5,3.6,61.3,60.0,6.79,6.75,4.15,4131,0.0
2.0,2,4,6.5,61.0,57.0,8.02,8.18,4.94,14340,0.0
1.22,0,5,6.0,62.5,56.0,6.82,6.79,4.25,5124,0.2
1.0,1,1,6.0,59.1,58.0,6.52,6.44,3.83,4805,0.0
0.31,0,5,3.1,61.2,55.0,4.37,4.39,2.68,507,0.0
0.3,1,4,3.6,62.2,59.0,4.31,4.28,2.67,608,0.2
1.0,4,4,6.5,65.1,58.0,6.27,6.15,4.05,3640,0.2
0.31,1,3,3.1,62.0,59.0,4.3,4.28,2.66,802,0.0
1.34,0,2,6.0,61.7,55.0,7.07,7.13,4.38,7893,0.0
0.51,2,4,3.1,62.3,57.0,5.1,5.12,3.18,1628,0.2
0.38,2,2,6.5,60.1,60.0,4.7,4.75,2.84,644,0.0
1.04,1,4,6.0,60.4,59.0,6.59,6.55,3.97,4368,0.0
0.45,3,1,6.0,63.9,57.0,4.81,4.86,3.09,829,0.2
0.51,1,0,3.1,60.0,58.0,5.19,5.14,3.1,2203,0.0
1.51,2,1,6.5,58.8,58.0,7.53,7.61,4.45,9727,0.2
2.11,2,1,6.5,62.4,61.0,8.1,8.19,5.08,17871,0.2
1.01,1,2,3.1,62.4,61.0,6.39,6.36,3.98,7127,0.2
1.11,4,4,6.5,64.4,58.0,6.55,6.5,4.2,3730,0.2
0.31,0,0,2.5,62.0,56.0,4.37,4.34,2.7,982,0.0
1.0,2,1,6.5,63.9,57.0,6.24,6.27,4.0,4321,0.2
0.27,2,0,2.5,62.2,59.0,4.08,4.12,2.55,622,0.2
1.35,3,5,3.6,59.2,65.0,7.18,7.13,4.23,5610,0.0
0.3,3,6,3.1,63.6,52.0,4.29,4.27,2.72,506,0.2
1.27,1,3,6.0,61.4,59.0,6.98,6.94,4.27,7133,0.0
0.31,3,2,3.6,63.4,56.0,4.31,4.34,2.74,625,0.2
0.3,0,2,2.5,61.5,55.0,4.33,4.35,2.67,694,0.0
0.92,0,1,6.5,62.2,56.0,6.24,6.2,3.87,3941,0.2
1.52,2,0,6.5,61.2,63.0,7.39,7.31,4.5,9030,0.0
0.91,1,3,6.5,60.1,62.0,6.24,6.2,3.73,3047,0.0
1.2,3,6,3.6,64.3,56.0,6.65,6.57,4.25,4637,0.2
0.7,0,3,6.5,61.3,58.0,5.67,5.69,3.48,2234,0.0
0.39,0,2,2.5,61.6,55.0,4.71,4.74,2.91,988,0.0
0.32,0,3,3.6,60.3,57.0,4.43,4.46,2.68,561,0.0
1.01,2,2,3.1,63.9,55.0,6.28,6.36,4.04,6679,0.2
0.53,0,4,6.0,61.9,56.0,5.17,5.23,3.22,1255,0.0
0.3,1,2,6.5,61.3,58.0,4.33,4.28,2.64,506,0.0
0.32,0,2,0.0,60.9,57.0,4.4,4.44,2.69,929,0.0
0.33,1,2,3.6,60.1,58.0,4.45,4.47,2.68,666,0.0
0.55,0,3,3.1,61.5,57.0,5.23,5.28,3.23,1763,0.0
0.71,3,5,6.0,62.6,63.0,5.54,5.61,3.49,1788,0.2
1.23,2,3,6.0,63.1,56.0,6.81,6.78,4.29,6665,0.2
0.74,2,3,3.1,59.8,58.0,5.85,5.89,3.51,2896,0.0
0.71,0,4,2.5,61.7,57.0,5.68,5.73,3.53,3371,0.0
1.55,0,2,6.0,61.9,55.0,7.47,7.42,4.61,14220,0.0
0.91,3,1,6.0,60.2,60.0,6.17,6.26,3.74,4523,0.0
0.3,0,1,2.0,60.5,57.0,4.39,4.34,2.64,956,0.0
1.01,1,4,3.6,62.6,60.0,6.39,6.36,3.99,4745,0.2
0.42,1,1,3.6,61.0,59.0,4.82,4.85,2.95,958,0.0
0.8,4,1,6.0,56.3,63.0,6.22,6.14,3.48,2885,0.2
1.21,0,4,3.1,62.8,54.0,6.81,6.78,4.26,7928,0.2
2.28,0,1,6.5,62.0,55.0,8.49,8.45,5.25,16969,0.0
1.05,2,1,3.1,63.1,59.0,6.49,6.45,4.08,7969,0.2
1.19,0,5,3.1,61.6,56.0,6.81,6.83,4.2,7328,0.0
0.3,0,1,2.5,61.9,57.0,4.31,4.28,2.66,1013,0.0
0.53,0,0,6.0,62.0,57.0,5.23,5.19,3.23,1683,0.0
1.23,0,5,6.0,61.1,58.0,6.86,6.91,4.21,6183,0.0
1.05,2,3,6.0,61.6,57.0,6.51,6.54,4.02,5197,0.0
1.18,2,0,10.0,61.5,62.0,6.73,6.88,4.19,3816,0.0
1.01,0,2,6.5,60.6,57.0,6.49,6.55,3.95,4239,0.0
1.01,2,0,2.5,63.6,59.0,6.25,6.32,4.0,9451,0.2
0.9,2,4,3.6,63.0,57.0,6.09,6.13,3.85,4381,0.2
0.92,3,5,6.0,57.4,65.0,6.42,6.48,3.7,3122,0.2
0.46,0,1,6.5,61.3,56.0,4.96,5.02,3.06,870,0.0
1.18,2,5,3.1,62.2,57.0,6.72,6.76,4.19,5451,0.2
0.41,2,5,2.5,61.3,60.0,4.77,4.82,2.94,811,0.0
2.04,1,0,6.5,61.8,60.0,8.09,8.13,5.01,16872,0.0
0.76,0,2,3.6,61.0,55.0,5.89,5.92,3.6,3257,0.0
0.31,3,1,6.0,63.3,55.0,4.31,4.35,2.74,544,0.2
0.4,1,3,6.0,62.8,60.0,4.7,4.66,2.94,900,0.2
0.23,0,3,0.0,62.8,55.0,3.93,3.96,2.48,536,0.2
0.3,0,3,6.0,62.2,54.0,4.32,4.36,2.7,477,0.2
1.32,0,6,3.1,62.5,57.0,7.0,7.04,4.39,5808,0.2
1.23,1,0,6.0,62.5,58.0,6.85,6.79,4.27,7715,0.2
0.31,0,0,2.5,61.1,56.0,4.38,4.39,2.68,1034,0.0
1.0,3,1,2.0,64.1,62.0,6.29,6.26,4.02,7084,0.2
1.5,2,1,6.5,63.5,60.0,7.19,7.12,4.54,6300,0.2
1.02,3,1,3.6,63.2,60.0,6.29,6.34,3.99,6462,0.2
0.9,2,3,6.0,62.0,58.0,6.14,6.18,3.82,3841,0.0
0.32,0,4,3.6,62.0,57.0,4.39,4.35,2.71,648,0.0
0.3,0,3,3.1,61.4,57.0,4.29,4.34,2.65,605,0.0
0.51,0,0,3.1,61.7,54.0,5.15,5.12,3.17,1845,0.0
1.5,0,5,3.6,62.6,57.0,7.31,7.26,4.56,9761,0.2
2.11,1,3,6.5,62.2,58.0,8.19,8.23,5.11,13598,0.2
1.03,1,4,10.0,61.1,60.0,6.46,6.51,3.96,3172,0.0
0.52,0,2,2.5,62.5,57.0,5.15,5.19,3.23,2064,0.2
0.4,3,1,6.0,63.7,57.0,4.69,4.66,2.98,882,0.2
1.76,0,5,6.5,61.2,55.0,7.79,7.76,4.76,9714,0.0
1.51,3,3,3.1,63.1,55.0,7.3,7.34,4.62,12489,0.2
0.42,0,1,3.6,61.8,57.0,4.77,4.81,2.96,958,0.0
0.57,2,5,6.0,62.5,58.0,5.22,5.27,3.28,1180,0.2
0.33,1,0,2.0,61.8,58.0,4.4,4.43,2.73,1129,0.0
0.31,0,4,3.1,61.1,57.0,4.35,4.39,2.67,544,0.0
1.07,2,3,3.6,61.9,60.0,6.48,6.55,4.03,6101,0.0
0.52,0,0,3.1,60.4,56.0,5.24,5.26,3.17,2146,0.0
0.3,0,2,2.0,61.6,57.0,4.33,4.34,2.67,1041,0.0
1.15,1,3,2.0,60.8,58.0,6.74,6.77,4.11,8863,0.0
0.7,2,2,3.6,58.9,58.0,5.77,5.8,3.41,2362,0.2
0.5,3,3,6.0,62.5,64.0,4.99,4.93,3.1,1286,0.2
0.77,1,1,6.5,58.2,60.0,6.01,5.95,3.48,2360,0.2
0.55,2,5,6.5,63.1,58.0,5.15,5.19,3.26,1041,0.2
0.51,0,1,3.6,61.5,57.0,5.09,5.12,3.14,1656,0.0
0.42,1,5,6.5,61.5,59.0,4.78,4.84,2.96,552,0.0
1.0,0,2,6.5,61.1,54.0,6.51,6.47,3.97,3674,0.0
0.7,0,4,3.1,61.2,55.0,5.71,5.76,3.51,3185,0.0
1.12,1,4,6.0,61.2,59.0,6.69,6.65,4.08,4641,0.0
1.52,4,0,6.0,64.6,64.0,7.18,7.16,4.63,9704,0.2
1.52,0,2,6.5,62.5,57.0,7.36,7.32,4.59,9533,0.2
0.75,0,5,3.1,61.9,54.1,5.82,5.85,3.61,2564,0.0
0.3,1,2,6.5,62.6,61.0,4.24,4.2,2.64,506,0.2
0.5,1,2,3.1,62.0,58.0,5.03,5.1,3.14,1710,0.0
0.73,2,1,2.5,60.2,60.0,5.81,5.85,3.51,3565,0.0
1.02,2,4,6.5,63.4,54.0,6.37,6.43,4.06,4252,0.2
0.7,4,1,6.5,64.6,53.0,5.58,5.63,3.62,2092,0.2
1.51,2,2,6.0,59.4,57.0,7.48,7.57,4.47,10838,0.0
1.08,1,3,6.5,60.3,58.0,6.72,6.65,4.03,4442,0.0
1.05,1,2,3.6,62.6,58.0,6.5,6.47,4.06,7154,0.2
0.74,0,1,6.0,61.7,56.0,5.84,5.8,3.59,2779,0.0
0.71,0,4,3.1,60.8,57.0,5.74,5.79,3.51,3229,0.0
0.5,0,2,2.5,61.6,56.0,5.08,5.11,3.14,2052,0.0
1.51,1,1,3.1,62.7,58.0,7.33,7.25,4.57,16669,0.2
0.9,3,0,6.0,63.2,62.0,6.06,6.13,3.85,4068,0.2
1.0,3,0,6.0,58.5,64.0,6.53,6.49,3.81,5331,0.2
1.37,3,5,3.6,64.1,58.0,6.92,6.9,4.43,5449,0.2
0.42,0,0,2.5,62.5,57.0,4.8,4.77,2.99,1389,0.2
0.93,2,1,6.5,63.0,58.0,6.16,6.18,3.89,3746,0.2
1.2,2,3,2.0,60.9,59.0,6.87,6.79,4.16,9139,0.0
0.73,1,1,3.1,62.6,60.0,5.68,5.75,3.58,2876,0.2
0.51,0,0,2.5,61.3,57.0,5.14,5.17,3.16,2718,0.0
0.32,0,1,3.1,61.8,55.0,4.4,4.43,2.73,758,0.0
0.4,3,5,2.0,63.5,57.0,4.65,4.68,2.96,842,0.2
1.51,3,0,6.5,61.5,61.0,7.37,7.42,4.55,8742,0.0
0.93,2,5,3.1,62.5,58.0,6.2,6.25,3.89,3562,0.2
2.12,1,4,6.5,61.5,59.0,8.26,8.21,5.06,13307,0.0
0.38,0,5,3.6,61.4,55.0,4.66,4.69,2.87,675,0.0
0.8,1,0,6.0,62.9,60.0,5.94,5.89,3.72,3441,0.2
1.02,0,3,3.6,62.6,57.0,6.43,6.41,4.02,5922,0.2
0.25,0,1,2.0,62.3,53.0,4.08,4.11,2.55,783,0.2
0.52,0,3,2.5,61.0,56.0,5.24,5.18,3.18,2012,0.0
0.73,1,5,3.1,60.3,58.0,5.83,5.87,3.53,2371,0.0
0.9,0,4,6.0,62.5,56.0,6.14,6.18,3.85,4492,0.2
0.44,1,1,6.0,62.2,60.0,4.86,4.79,3.0,1040,0.2
0.43,0,3,2.5,60.9,57.0,4.9,4.85,2.97,1129,0.0
0.3,4,2,3.6,56.3,64.0,4.44,4.39,2.5,729,0.2
0.4,2,3,6.5,61.9,61.0,4.69,4.74,2.92,596,0.0
1.05,0,1,6.0,62.1,57.0,6.48,6.5,4.03,5436,0.2
0.7,2,4,3.1,62.6,57.0,5.64,5.73,3.56,2482,0.2
0.39,0,2,0.0,61.0,56.0,4.72,4.75,2.89,1377,0.0
0.81,0,4,3.6,61.6,56.0,6.03,5.98,3.7,3084,0.0
0.3,0,1,2.5,61.8,56.0,4.35,4.33,2.68,1013,0.0
0.51,0,1,3.1,62.8,57.0,5.1,5.07,3.2,2075,0.2
1.15,1,3,3.1,63.0,60.0,6.68,6.6,4.18,7032,0.2
1.64,0,1,6.0,60.7,55.0,7.67,7.64,4.65,9801,0.0
1.73,1,1,6.0,62.6,58.0,7.67,7.59,4.78,16253,0.2
0.34,0,0,2.5,61.3,56.0,4.51,4.53,2.77,1054,0.0
0.33,0,3,0.0,61.9,54.0,4.46,4.42,2.75,1052,0.0
